_id,Library Full Name,Library Number,Survey Year From,A1.3 Ontario Library Service (OLS) Region (English),A1.4 Type of Library Service (English),A1.5 Mailing Address,A1.9 Street Address,A1.10 City/Town,A1.11 Province,A1.12 Postal Code,A1.13 Web Site Address,A1.14  No. of Active Library Cardholders,B1.1  Net Balance brought forward from previous year,B2.1.1  Public Library Operating Grant (PLOG),B2.1.2  Pay Equity Grant,B2.1.3  First Nation Salary Supplement Grant,B2.1.4  Total Provincial Operating Funding,B2.2  Local Operating Funding,B2.3  Contract Revenue,B2.4.1.03  Trillium Foundation funding,B2.4.1.04  Provincial student employment funding,B2.4.1.05  ServiceOntario,B2.4.1.08  Young Canada Works,B2.4.1.99  Other Project Grant,B2.4.1a  Total Project Grants,B2.5  Donations,B2.6  Self Generated Revenue,B2.7  Debt Services and Reserve Fund Revenues,B2.8  Other Operating Revenue,B2.9  Total Operating Revenues,B3.1  Provincial,B3.2  Federal,B3.3  Local,B3.4  Other Capital Revenue,B3.5  Total Capital Revenues,B4.01  Materials,B4.01.1  Physical materials,B4.01.2  Electronic materials,B4.02.1  Total funds (not including employee benefits),B4.02.2  Employee Benefits,B4.03  Staff Training,B4.04  Facilities/Utilities,B4.05.1  Telephone and Fax,B4.05.2  Dedicated Internet Connectivity Costs,B4.06  Computer Services,B4.07  Debt Charges and Transfers to Reserve Funds,B4.08  Funds returned to government sources,B4.09  Contract payments for library services,B4.10  Other Operating Expenses,B5.0  Total Operating Expenditures,B6.0  Total Capital Expenditures,C0.1.E  English Print Titles Held,C0.1.F  French Print Titles Held,C0.1.O  Other Print Titles Held,C0.1.T  Total Print Titles Held,C0.2.E  English Print Volumes Held,C0.2.F  French Print Volumes Held,C0.2.O  Other Print Volumes Held,C0.2.T  Total Print Volumes Held,C0.3.1.E  English CD and DVD Titles,C0.3.1.F  French CD and DVD Titles,C0.3.1.O  Other CD and DVD Titles,C0.3.1.T  Total CD and DVD Titles,C0.3.2.E  English CD and DVD Copies,C0.3.2.F  French CD and DVD Copies,C0.3.2.O  Other CD and DVD Copies,C0.3.2.T  Total CD and DVD Copies,C0.3.5.E  English E-Book Titles,C0.3.5.F  French E-Book Titles,C0.3.5.O  Other E-Book Titles,C0.3.5.T  Total E-Book Titles,C0.3.6.E  English E-Book Copies,C0.3.6.F  French E-Book Copies,C0.3.6.O  Other E-Book Copies,C0.3.6.T  Total E-Book Copies,C0.3.7.E  English E-Audio Book Titles,C0.3.7.F  French E-Audio Book Titles,C0.3.7.O  Other E-Audio Book Titles,C0.3.7.T  Total E-Audio Book Titles,C0.3.8.E  English E-Audio Book Copies,C0.3.8.F  French E-Audio Book Copies,C0.3.8.O  Other E-Audio Book Copies,C0.3.8.T  Total E-Audio Book Copies,C0.4.E  English Special Collections - Original Format,C0.4.F  French Special Collections - Original Format,C0.4.O  Other Special Collections - Original Format,C0.4.T  Total Special Collections - Original Format,C0.5.E  English Special Collections - Digital Format,C0.5.F  French Special Collections - Digital Format,C0.5.O  Other Special Collections - Digital Format,C0.5.T  Total Special Collections - Digital Format,C3.1.E  English Print Periodical Titles Held,C3.1.F  French Print Periodical Titles Held,C3.1.O  Other Print Periodical Titles Held,C3.1.T  Total Print Periodical Titles Held,C3.2.0.E  English Databases and Database Subscriptions,C3.2.0.F  French Databases and Database Subscriptions,C3.2.0.O  Other Databases and Database Subscriptions,C3.2.0.T  Total Databases and Database Subscriptions,C4.1.F  No,C4.1.T  Yes,"C4.2  If yes, how many",C4.3.01  Freegal,C4.3.02  Freading,C4.3.03  Hoopla,C4.3.05  IndieFlix,C4.3.06  Flipster,C4.3.07  Naxos,C4.3.14  Kanopy,C4.3.15  PressReader,C4.3.16  OverDrive Magazines,C4.3.90  Other,C5.1  Number of e-learning services provided,C5.1.1.09  Gale Courses,C5.1.1.10  Learning Express,C5.1.1.11  Mango Languages,C5.1.1.12  Brainfuse,C5.1.1.17  LinkedIn Learning,C5.1.1.18  Universal Class,C5.1.1.90  Other,C5.2  How many cardholders took e-learning courses?,C5.3  Number of e-learning courses taken,D1.0.H  How many hours per week constitute full time,D1.1.1.C  Librarians,D1.1.2.C  Library Technicians,D1.1.3.1.C  Other Specialized Professional Staff,D1.1.3.C  EXCEL Graduates,D1.1.4.C  Other Staff,D1.1.5.C  Volunteers,D1.2.1.C  Librarians,D1.2.1.H  Librarians,D1.2.2.C  Library Technicians,D1.2.2.H  Library Technicians,D1.2.3.1.C  Other Specialized Professional Staff,D1.2.3.1.H  Other Specialized Professional Staff,D1.2.3.C  EXCEL Graduates,D1.2.3.H  EXCEL Graduates,D1.2.4.C  Other Staff,D1.2.4.H  Other Staff,D1.2.5.C  Volunteers,D1.2.5.H  Volunteers,"D1.301.C  Number of students, co-op students, and interns",E1.1  Number of Public Access Workstations,E1.1.1  Provide Internet access,E1.1.2  Provide OPAC and/or ILS Access,E1.1.4  Number of portable devices for lending,E1.2  E-readers,E2.1.F  Does your library have an automated catalogue system?,E2.1.T  Does your library have an automated catalogue system?,E2.3.F  Does your library provide wireless Internet connection?,E2.3.T  Does your library provide wireless Internet connection?,E2.4.F  Does your library have a 3D Printer(s),E2.4.T  Does your library have a 3D Printer(s),E2.5  If yes state how many:,"E2.6.F  Does your library have a Maker Space, etc.","E2.6.T  Does your library have a Maker Space, etc.",E2.7  If yes state how many:,E2.801  How many circulating wireless hot spot devices,E3.1.SPC  Main Library,E3.1.SPH  Main Library,E3.2.SPC  Branches open 12 hours per week or more,E3.2.SPH  Branches open 12 hours per week or more,E3.3.SPC  Branches open less than 12 hours per week,E3.3.SPH  Branches open less than 12 hours per week,E3.4.SPC  Bookmobile stop locations,E3.4.SPH  Bookmobile stop locations,E3.5.SPC  Deposit Stations and Kiosks (refer to criteria),E3.5.SPH  Deposit Stations and Kiosks (refer to criteria),E3.6.SPC  No. of Bookmobiles owned by your library board,E4.1  Number of room rentals,E5.1  Number of pop-up libraries,E6.1  Activities open beyond regular library operating hours,E7.1  Combined square footage of all facilities,F1.0  Total Annual Circulation,F1.1  Total Annual E-Book Downloads / Borrows,F1.2  Total Annual E-Audio Book Downloads / Borrows,F1.3  Total Annual Music Downloads / Borrows,F1.4  Total Annual Video Downloads / Borrows,F1.5  Total Annual E-Magazine Downloads / Borrows,F2.1.P  No. of programs held annually,F2.2.A  Annual program attendance,F2.301.Attendance  Early literacy and Early learning,F2.301.Programs  Early literacy and Early learning,F2.302.Attendance  Other Children's programming,F2.302.Programs  Other Children's programming,F2.303.Attendance  Summer Reading,F2.303.Programs  Summer Reading,F2.304.Attendance  Homework help,F2.304.Programs  Homework help,F2.305.Attendance  Class instruction at a library or school,F2.305.Programs  Class instruction at a library or school,F2.306.Attendance  Teen programming,F2.306.Programs  Teen programming,F2.307.Attendance  Newcomer focus,F2.307.Programs  Newcomer focus,"F2.308.Attendance  Careers, job help / skills","F2.308.Programs  Careers, job help / skills",F2.309.Attendance  Business Development,F2.309.Programs  Business Development,F2.310.Attendance  Community Development,F2.310.Programs  Community Development,F2.311.Attendance Technology,F2.311.Programs Technology,F2.311a.Attendance  Maker space,F2.311a.Programs  Maker space,"F2.312.Attendance  Genealogy, local history, Doors Open","F2.312.Programs  Genealogy, local history, Doors Open",F2.313.Attendance  Adult learning (not covered elsewhere),F2.313.Programs  Adult learning (not covered elsewhere),F2.314.Attendance  Seniors programming,F2.314.Programs  Seniors programming,F2.315.Attendance Culture,F2.315.Programs  Culture,F2.316.Attendance  First Nations Public Library Week,F2.316.Programs  First Nations Public Library Week,F2.317.Attendance  First Nation Communities Read,F2.317.Programs  First Nation Communities Read,F2.317a.Attendance  Indigenous language training and retention,F2.317a.Programs  Indigenous language training and retention,F2.318.Attendance  Library Week / Month,F2.318.Programs  Library Week / Month,F2.319.Attendance  Book Clubs,F2.319.Programs  Book Clubs,F2.320.Attendance  Other,F2.320.Programs  Other,F2.4.1  Number of visits to residence-bound people,F3.1.1  No. of requests made to other libraries,F3.1.2  No. of items being borrowed,F3.2.1  No. of requests received from other libraries,F3.2.2  No. of items lent,G1.1.1.W  Physical materials,G1.1.2.W  Electronic materials,G1.1.3.W  Total circulation of all library materials,G1.2.1.W  Total In Library Materials Use,G1.3.1.W  No. of people using library workstations,G1.3.2.W  Number of times databases were accessed,G1.3.3.W  Number of times public connecting to wifi,G1.3.4.W  Number of people using Maker Spaces,G1.4.1.W  No. of standard reference transactions,G1.4.2.W  No. of electronic reference transactions,G1.4.3.W  No. of Reader's Advisory transactions,G1.4.4.W  Number of technology support requests,G1.4.5.W  Average minutes per technology request,G1.4.6.W  Number of accessibility requests,G1.5.1.W  No. of visits to the library made in person,G1.5.2.W  No. of electronic visits to the library website,H1.1.1.01  Books,H1.1.1.02  E-books,H1.1.1.03  Databases and Other Downloadable Services,H1.1.1.04  Computer software,H1.1.1.05  Connectivity,H1.1.1.06  Integrated Library systems,H1.1.1.07  Corporate Discount Programs,H1.1.1.08  Municipal and Local government,H1.1.1.92  Other Types of Consortia,H1.1.201  Reciprocal borrowing agreements,H1.1.3.1  Accessibility Initiatives,H1.1.3.2  Accessibility training for staff,H1.1.3.3  Accessibility accomplishments,H1.1.3.4  Patron participation in CELA and / or NNELS,H1.1.3.5  Accessible collections and services,H1.2.1.F  No,H1.2.1.T  Yes,H1.2.2  Number of Friends organizations,H1.2.3.F  No,H1.2.3.T  Yes,H1.2.4  Number of Foundations,H1.3.1.F  No,H1.3.1.T  Yes,H1.3.2.10  Instagram,H1.3.2.11  Blogs,H1.3.2.12  Twitter,H1.3.2.13  Facebook,H1.3.2.15  RSS feeds,H1.3.2.16  Flickr,H1.3.2.17  YouTube,H1.3.2.18  LinkedIn,H1.3.2.19  Pinterest,H1.3.2.20  Tumblr,H1.3.2.60  Snapchat,H1.3.2.61  TikTok,H1.3.2.90  Other Social Media,H1.4.1.F  No,H1.4.1.T  Yes,"H1.4.2  If Yes, how many?",H1.4.3.21  Community museums,H1.4.3.22  Art galleries,H1.4.3.23  Municipal cultural planning partnerships,H1.4.3.24  Archives,H1.4.3.25  Heritage Organizations,H1.4.3.26  Ethno-cultural and Newcomer Service Organizations,H1.4.3.93  Other Cultural Partners,H1.5.1.F  No,H1.5.1.T  Yes,"H1.5.2  If Yes, how many?",H1.5.3.40  Early Childhood Organizations,H1.5.3.41  School boards,H1.5.3.42  Community Colleges,H1.5.3.43  Universities,H1.5.3.44  Distance Education,H1.5.3.94  Other Education Sector Partners,H1.5.4  Examples of Education sector partnerships,H1.7.1.F  No,H1.7.1.T  Yes,H1.7.2.31  ServiceOntario,H1.7.2.32  ESDC,H1.7.2.34  Municipal services (e.g. licences),H1.7.2.35  Health,H1.7.2.91  Other government Service Partnerships,H1.7.3  Examples of government partnerships,H1.8.1.F  No,H1.8.1.T  Yes,H1.8.2.1 Future capital projects,H1.8.2.1.PC  Future capital projects – project costs,H1.8.2.1.SF  Future capital projects  - square footage,H1.8.2.PC  Capital projects – project costs,H1.8.3.F  No,H1.8.3.T  Yes,H1.8.4.TN  Technology needs,H1.9.1.F  No,H1.9.1.T  Yes,H1.9.2.51  Chamber of Commerce,H1.9.2.52  Business Improvement Area (BIA),H1.9.2.95  Other Business and Economic Sector Partnerships,H1.9.3  Examples of business and economic partnerships,P1.1  Resident Population Served,P1.2  Contracting Population Served,P2.1  Contracting Households Served,P2.2  Resident Households Served
80,Cramahe Twp,L0119,2023,Southern Ontario Library Service,Public or Union Library,6 King Street Box 190 ,6 King St. ,Colborne,Ontario,K0K1S0,www.cramahelibrary.ca ,"1,729",0,"10,134","2,535",0,"12,669","280,344",0,"12,400",0,0,0,"3,930","16,330","2,013","6,671","7,000","4,191","329,218",0,0,0,0,0,"54,428","36,622","17,806","162,485","38,351","2,134","26,096","3,227","10,204","5,107","3,407",0,0,"23,779","329,218",0,"28,679",42,3,"28,724","32,443",42,3,"32,488","5,316","4,000","2,000","11,316","5,540","4,100",900,"10,540","60,494",541,113,"61,148","91,004",557,159,"91,720","18,143",73,8,"18,224","31,086",98,8,"31,192",50,0,0,50,"30,970",0,0,"30,970",17,0,0,17,18,0,0,18,0,1,4,0,0,1,0,0,0,0,0,1,2,2,0,0,1,0,0,0,1,20,26,35,1,0,0,1,0,0,0,0,1,11,1,6,1,6,3,24,7,7,1,15,13,13,12,0,0,1,0,1,0,1,2,0,1,2,10,1,39,1,13,0,0,0,0,0,0,0,72,10,0,0,"36,895","4,280","2,329",77,322,"1,508",600,"4,632","1,040",35,453,28,859,72,191,191,180,9,77,7,52,13,31,50,21,1,100,9,40,40,30,6,36,5,182,22,524,55,107,10,35,2,0,0,0,0,50,5,79,10,545,30,26,364,329,717,266,938,193,"1,131",626,20,32,360,30,20,9,20,15,8,6,313,"3,122",1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,6,0,1,1,1,1,1,3,0,1,3,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,"7,000",0,1,0,0,1,0,"7,932",0,0,"3,069"
81,Curve Lake FN,L0402,2023,Southern Ontario Library Service,First Nations Library,65 Chemong Street S. ,65 Chemong Street S. ,"Curve Lake,ON",Ontario,K0L1R0,https://www.facebook.com/clfnpubliclibrary/,269,"4,177","2,312",0,"13,000","15,312","26,903",0,0,0,0,0,0,0,0,0,0,0,"42,215",0,0,0,0,0,"7,867","2,867","5,000","35,025","3,500",0,0,0,0,0,0,0,0,0,"46,392",0,"4,880",0,0,"4,880","4,905",0,0,"4,905",436,0,0,436,436,0,0,436,"12,693",0,0,"12,693","12,693",0,0,"12,693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000",0,0,0,0,0,3,77,0,0,15,1,5,1,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,57,0,0,0,5,0,0,1,5,1,30,0,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,0,0,0
82,Dawson Twp,L0130,2023,Ontario Library Service - North,Contracting Municipality,211 Fourth St P.O. Box 427 ,211 Fourth Street ,Rainy River,Ontario,P0W1L0,dawsontownship.weebly.com,0,0,"1,644",0,0,"1,644","5,037",0,0,0,0,0,0,0,0,0,0,0,"6,681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,681",0,"6,681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,308
83,Deep River,L0051,2023,Southern Ontario Library Service,Public or Union Library,55 Ridge Road P.O. Box 278 ,55 Ridge Road ,Deep River,Ontario,K0J1P0,www.deepriverlibrary.ca,"1,667",0,"9,110",471,0,"9,581","452,972",0,0,0,0,0,"22,498","22,498","16,361","15,049","5,600","2,427","524,488",0,0,0,0,0,"45,869","35,561","10,308","250,238","48,731","3,018","73,022",437,"2,613","9,872","51,276",0,0,"39,412","524,488","5,600","31,320",956,2,"32,278","31,413",958,2,"32,373","8,144",0,0,"8,144","8,164",0,0,"8,164","60,494","11,041",113,"71,648","91,004","13,991",159,"105,154","18,143","1,273",8,"19,424","31,086","1,516",8,"32,610",0,0,0,0,60,0,0,60,76,1,0,77,13,1,0,14,0,1,2,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,2,7,72,35,1,0,0,0,0,0,0,0,1,22,0,0,2,46,8,73,123,75,3,7,6,1,3,1,0,1,0,1,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,358,3,0,"6,000","45,550","5,961","3,442",0,"1,195","2,343",306,"5,472","1,330",97,187,5,312,17,0,0,545,25,114,4,4,1,0,0,0,0,479,39,0,0,"1,062",49,423,10,516,22,59,5,162,9,0,0,0,0,0,0,0,0,184,19,95,4,108,"1,016",892,"1,312",545,"1,128",341,"1,469",84,38,3,261,0,69,12,17,16,3,8,865,234,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,1,0,0,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"13,000",0,1,"12,000",0,1,0,0,3,0,"4,175",0,0,"1,865"
84,Delaware FN,L0431,2023,Southern Ontario Library Service,First Nations Library,R.R. #3 ,Center Rd. ,Thamesville,Ontario,N0P2K0,https://delawarenation.on.ca,70,0,"1,412",0,"13,000","14,412","13,282",0,0,0,0,0,0,0,0,0,0,0,"27,694",0,0,0,0,0,0,0,0,"17,350","1,265",211,"3,240","1,639","1,017",365,0,0,0,0,"25,087",0,"4,165",0,5,"4,170","4,181",0,14,"4,195",300,4,0,304,311,4,0,315,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,1,0,1,20,0,0,0,0,0,0,1,2,0,0,0,7,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,12,46,10,1,20,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,1,0,0,1,1,0,0,5,0,0,0,0,5,0,5,5,5,0,10,0,5,0,0,0,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,236,0,0,0
85,Deseronto,L0323,2023,Southern Ontario Library Service,Public or Union Library,P.O. Box 302 ,358 Main Street   P.O. Box 302 ,Deseronto,Ontario,K0K1X0,www.deserontopubliclibrary.ca,731,0,"3,496",0,0,"3,496","150,766",0,0,0,0,0,"2,170","2,170","8,130","5,444",0,0,"170,006",0,0,0,0,0,"15,053","12,242","2,811","88,610","6,732","3,504","45,925","2,191","5,207","15,388",0,0,0,0,"182,610",0,"5,020",3,3,"5,026","5,020",3,3,"5,026",791,0,0,791,791,0,0,791,"60,494",541,113,"61,148","91,004",557,159,"91,720","18,143",73,8,"18,224","31,086",98,8,"31,192",0,0,0,0,0,0,0,0,19,0,0,19,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,5,5,1,5,5,5,1,5,0,1,0,1,0,1,1,0,1,1,0,1,39,0,0,0,0,0,0,0,0,0,30,0,0,"4,144","5,926",718,718,0,0,0,275,"2,933",767,71,477,25,302,32,33,11,165,10,261,22,0,0,1,1,0,0,0,0,25,5,0,0,0,0,0,0,810,90,12,1,0,0,0,0,0,0,80,7,0,0,0,0,0,191,191,138,102,"5,926","1,436","7,362","10,662","1,550","1,452","2,604",50,29,12,33,112,15,10,"8,121","2,559",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"200,000","200,000",0,0,0,0,0,0,0,0,0,0,0,"1,598",0,0,660
86,Dokis FN,L0403,2023,Ontario Library Service - North,First Nations Library,930 Main Street Box 3 ,930 Main Street Box 3 ,Dokis First Nation,Ontario,P0M2N1,https://www.dokis.ca/library/,35,0,"1,302",0,"13,000","14,302","38,071",0,0,0,0,0,0,0,0,0,0,0,"52,373",0,0,0,0,0,"1,101",544,557,"37,767","2,503",570,"6,178","1,280",0,"2,355",0,0,0,0,"51,754",0,"3,139",0,0,"3,139","3,278",0,0,"3,278",236,0,0,236,240,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,2,0,1,0,1,0,0,0,0,1,1,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,16,0,96,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0
87,Dorion Twp,L0050,2023,Ontario Library Service - North,Public or Union Library,170 Dorion Loop Road ,170 Dorion Loop Road ,Dorion,Ontario,P0T1K0,https://dorion.olsn.ca/,129,0,"1,013",0,0,"1,013","29,616",497,0,0,0,0,"10,210","10,210","1,000",80,0,"4,950","47,366",0,0,0,0,0,"6,289","5,627",662,"22,244","2,368",385,"1,356",760,"5,400",870,0,0,0,888,"40,560",0,"11,850",1,0,"11,851","11,959",1,0,"11,960","1,092",0,0,"1,092","1,097",0,0,"1,097","60,494",541,113,"61,148","91,004",557,46,"91,607","18,143",73,8,"18,224","31,086",98,8,"31,192",0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,1,12,0,0,0,0,2,2.5,0,0,2,4,4,4,0,2,0,1,0,1,0,0,0,0,0,0,0,1,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,415",265,150,0,0,160,9,252,2,1,15,3,85,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,25,1,0,0,75,1,2,25,23,23,0,35,10,45,35,7,2,7,0,0,0,0,0,0,0,29,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,389,0,176
88,Douro-Dummer Twp,L0136,2023,Southern Ontario Library Service,Public or Union Library,435 Douro 4th Line P.O. Box 23 ,435 4th Line Douro ,Douro,Ontario,K0L1S0,https://www.dourodummer.ca/en/library/library.aspx,612,"3,253","14,307",0,0,"14,307","150,361",0,0,0,0,0,"11,629","11,629",0,710,0,385,"177,392",0,0,"23,933",0,"23,933","19,076","13,076","6,000","104,171","15,728","1,226","15,864","1,228","1,334","3,673",0,"1,117",0,0,"163,417","23,933","12,129",274,0,"12,403","12,163",275,0,"12,438","1,016",0,0,"1,016","1,016",0,0,"1,016","60,494",541,113,"61,148","91,004",557,159,"91,720","18,143",73,8,"18,224","31,086",98,8,"31,192",0,0,0,0,0,0,0,0,20,0,0,20,12,0,0,12,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0,0,0,0,2,40,0,0,0,0,0,0,1,10,5,3,1,5,5,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,"1,485","8,086","3,677","2,266",0,0,538,219,"1,643",105,25,191,17,37,1,0,0,20,43,58,16,0,0,0,0,0,0,378,42,8,4,0,0,6,1,283,50,315,10,170,4,0,0,0,0,0,0,0,0,72,6,0,0,6,281,238,307,222,155,115,270,14,12,170,35,0,15,5,24,9,3,1,135,100,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,"15,000","15,000",0,0,0,1,"2,000",0,0,0,0,0,0,"7,632",0,0,"3,601"
89,Dryden,L0138,2023,Ontario Library Service - North,Public or Union Library,36 Van Horne Avenue ,,Dryden,Ontario,P8N2A7,www.dryden.ca,"2,175",0,"16,646",178,0,"16,824","570,480","1,500",0,"3,812",0,403,"24,920","29,135","2,961","9,416",0,"5,000","635,316","60,000",0,322,0,"60,322","26,890","18,306","8,584","270,273","82,084","1,378","200,496",0,0,"1,368",0,0,0,"52,828","635,317","60,322","17,465",272,0,"17,737","17,591",346,0,"17,937","3,317",0,0,"3,317","3,351",0,0,"3,351","60,494",541,113,"61,148","91,004",557,46,"91,607","18,143",73,8,"18,224","31,086",98,8,"31,192","1,375",0,0,"1,375",62,0,0,62,77,0,0,77,5,0,0,5,0,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,7,27,35,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,21,24,1,4,8,5,1,2,0,0,1,0,1,0,0,0,0,1,1,0,1,53,0,0,0,0,0,0,0,0,0,0,0,0,"6,100","32,148","7,440","7,498",16,13,"2,128",398,"10,328",548,18,"2,714",153,"2,965",49,0,0,"2,691",58,141,18,0,0,0,0,0,0,225,3,304,11,15,1,2,1,18,9,267,42,70,21,0,0,0,0,0,0,56,1,42,9,270,4,48,"1,076",979,673,349,602,295,897,19,99,4,84,0,2,0,3,11,7,5,797,47,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,5,0,1,4,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"176,956",0,0,0,0,1,1,0,5,0,"7,388",0,0,"3,315"
